PC,Rank,Feature,cos2
PC41,15,feature_3_lag1_autocorr_WINDOW_1,0.009488085580408076
PC41,16,feature_5_resid_std_WINDOW_1,0.00825100353223798
PC41,17,feature_7_lag1_autocorr_WINDOW_3,0.007433117263638821
PC41,18,feature_6_lag1_autocorr_WINDOW_3,0.006553429806812723
PC41,19,feature_6_lag1_autocorr_WINDOW_1,0.006498653852571118
PC41,20,feature_1_block_dominant_freq_WINDOW_2,0.005821577067555153
PC42,1,feature_3_dominant_freq_WINDOW_2,0.02992885463517661
PC42,2,feature_3_resid_std_WINDOW_2,0.027759533591346166
PC42,3,feature_5_slope_WINDOW_2,0.0248175398887952
PC42,4,feature_3_slope_WINDOW_1,0.018459949626424707
PC42,5,feature_3_resid_std_WINDOW_3,0.014121184242053133
PC42,6,feature_1_block_lag1_autocorr_WINDOW_1,0.014104127621255387
PC42,7,feature_6_lag1_autocorr_WINDOW_2,0.011299014606332853
PC42,8,feature_5_resid_std_WINDOW_1,0.01103404986687595
PC42,9,feature_5_dominant_freq_WINDOW_2,0.010237299097525587
PC42,10,feature_1_block_resid_std_WINDOW_1,0.009350203468770451
PC42,11,feature_5_slope_WINDOW_1,0.009224449413783115
PC42,12,feature_6_dominant_freq_WINDOW_2,0.009067654312397274
PC42,13,feature_5_resid_std_WINDOW_2,0.0078800012287702
PC42,14,feature_5_dominant_freq_WINDOW_1,0.0071083335542741965
PC42,15,feature_3_lag1_autocorr_WINDOW_1,0.006989921195746576
PC42,16,feature_3_lag1_autocorr_WINDOW_3,0.006753826037449066
PC42,17,feature_5_lag1_autocorr_WINDOW_2,0.005951354523751002
PC42,18,feature_5_resid_std_WINDOW_3,0.005510141043953199
PC42,19,feature_3_slope_WINDOW_2,0.005273905901530472
PC42,20,feature_7_lag1_autocorr_WINDOW_2,0.004662971027193428
PC43,1,feature_3_slope_WINDOW_3,0.028611093711245053
PC43,2,feature_1_block_resid_std_WINDOW_2,0.01960818174744337
PC43,3,feature_5_slope_WINDOW_3,0.016402311445161567
PC43,4,feature_3_resid_std_WINDOW_1,0.01622740727667737
PC43,5,feature_1_block_dominant_freq_WINDOW_1,0.01428984287933053
PC43,6,feature_1_block_resid_std_WINDOW_3,0.01239764558642347
PC43,7,feature_5_resid_std_WINDOW_3,0.01234134443587688
PC43,8,feature_1_block_dominant_freq_WINDOW_2,0.01105675164277214
PC43,9,feature_6_median_WINDOW_3,0.007956695167208207
PC43,10,feature_1_block_slope_WINDOW_1,0.007942578632402919
PC43,11,feature_6_median_WINDOW_1,0.007847799567728398
PC43,12,feature_6_median_WINDOW_2,0.007481721767150487
PC43,13,feature_6_lag1_autocorr_WINDOW_2,0.007286604127687191
PC43,14,feature_7_lag1_autocorr_WINDOW_2,0.007137993814125956
PC43,15,feature_3_slope_WINDOW_2,0.007066756513701193
PC43,16,feature_1_block_slope_WINDOW_3,0.005867930135971023
PC43,17,feature_7_slope_WINDOW_2,0.005711318509628949
PC43,18,feature_5_slope_WINDOW_2,0.005661458109243629
PC43,19,feature_6_resid_std_WINDOW_1,0.00559257283688879
PC43,20,feature_6_slope_WINDOW_3,0.0052828153987659965
PC44,1,feature_5_dominant_freq_WINDOW_1,0.013501954417158011
PC44,2,feature_6_dominant_freq_WINDOW_3,0.01233046915672895
PC44,3,feature_7_lag1_autocorr_WINDOW_2,0.011771153045245465
PC44,4,feature_3_lag1_autocorr_WINDOW_3,0.011718610768632365
PC44,5,feature_3_slope_WINDOW_3,0.011047137924183418
PC44,6,feature_3_dominant_freq_WINDOW_1,0.010456735441670287
PC44,7,feature_5_dominant_freq_WINDOW_2,0.010206246780366874
PC44,8,feature_5_slope_WINDOW_2,0.010124320597524557
PC44,9,feature_3_median_WINDOW_2,0.009950864664431694
PC44,10,feature_3_resid_std_WINDOW_3,0.009511456639519647
PC44,11,feature_7_median_WINDOW_1,0.009321442977969595
PC44,12,feature_7_median_WINDOW_2,0.0092970603651347
PC44,13,feature_7_median_WINDOW_3,0.009120226830801057
PC44,14,feature_5_slope_WINDOW_3,0.008714342083288182
PC44,15,feature_5_median_WINDOW_3,0.007737455023658071
PC44,16,feature_7_slope_WINDOW_1,0.007544737324872587
PC44,17,feature_1_block_slope_WINDOW_2,0.006437367170247285
PC44,18,feature_3_dominant_freq_WINDOW_3,0.006349069575552655
PC44,19,feature_6_dominant_freq_WINDOW_1,0.006039031700350669
PC44,20,feature_3_lag1_autocorr_WINDOW_2,0.005709392786291312
PC45,1,feature_3_dominant_freq_WINDOW_1,0.033821486177467136
PC45,2,feature_3_resid_std_WINDOW_3,0.023311643570395807
PC45,3,feature_3_resid_std_WINDOW_1,0.021811244746169307
PC45,4,feature_6_dominant_freq_WINDOW_3,0.01793760408951821
PC45,5,feature_7_lag1_autocorr_WINDOW_1,0.012448007055993068
PC45,6,feature_3_slope_WINDOW_3,0.010917094440821036
PC45,7,feature_1_block_median_WINDOW_1,0.010238633705443388
PC45,8,feature_5_resid_std_WINDOW_1,0.010078033789962573
PC45,9,feature_3_dominant_freq_WINDOW_3,0.008767457941316103
PC45,10,feature_5_dominant_freq_WINDOW_2,0.006573380866644378
PC45,11,feature_3_lag1_autocorr_WINDOW_2,0.006490783985771812
PC45,12,feature_6_slope_WINDOW_2,0.005960796376072787
PC45,13,feature_5_lag1_autocorr_WINDOW_1,0.005714062276881752
PC45,14,feature_6_lag1_autocorr_WINDOW_3,0.004771523103825894
PC45,15,feature_6_lag1_autocorr_WINDOW_1,0.004120314461591616
PC45,16,feature_6_lag1_autocorr_WINDOW_2,0.0035766355901365727
PC45,17,feature_3_slope_WINDOW_1,0.003499542096017025
PC45,18,feature_6_slope_WINDOW_3,0.003249316541096121
PC45,19,feature_3_median_WINDOW_1,0.003196683059530709
PC45,20,feature_1_block_dominant_freq_WINDOW_3,0.002919222759099366
PC46,1,feature_1_block_slope_WINDOW_1,0.030178359366283398
PC46,2,feature_6_dominant_freq_WINDOW_2,0.017076033213725483
PC46,3,feature_1_block_dominant_freq_WINDOW_3,0.012975339308467792
PC46,4,feature_5_resid_std_WINDOW_3,0.012495183413143022
PC46,5,feature_7_slope_WINDOW_2,0.010503172395479902
PC46,6,feature_5_lag1_autocorr_WINDOW_3,0.010056530934227004
PC46,7,feature_1_block_resid_std_WINDOW_1,0.00884265641041043
PC46,8,feature_6_dominant_freq_WINDOW_1,0.008719755313564387
PC46,9,feature_1_block_resid_std_WINDOW_3,0.008545247158531092
PC46,10,feature_1_block_slope_WINDOW_2,0.008444504872905354
PC46,11,feature_5_dominant_freq_WINDOW_2,0.008137789620858656
PC46,12,feature_3_dominant_freq_WINDOW_3,0.0063432103066548015
PC46,13,feature_6_lag1_autocorr_WINDOW_2,0.005786635680983257
PC46,14,feature_1_block_dominant_freq_WINDOW_1,0.005785346719189457
PC46,15,feature_7_lag1_autocorr_WINDOW_1,0.005427095456727889
PC46,16,feature_3_resid_std_WINDOW_1,0.005335341062354798
PC46,17,feature_1_block_slope_WINDOW_3,0.005115872171310703
PC46,18,feature_5_resid_std_WINDOW_1,0.004705165565707749
PC46,19,feature_5_lag1_autocorr_WINDOW_1,0.0046569878368293025
PC46,20,feature_7_slope_WINDOW_3,0.004579847507542453
PC47,1,feature_7_slope_WINDOW_1,0.021878419771084286
PC47,2,feature_6_slope_WINDOW_1,0.015915021338160952
PC47,3,feature_3_slope_WINDOW_3,0.012747278285990229
PC47,4,feature_6_dominant_freq_WINDOW_3,0.012547269297279246
PC47,5,feature_1_block_resid_std_WINDOW_1,0.012231139892877474
PC47,6,feature_5_dominant_freq_WINDOW_3,0.009949614841106975
PC47,7,feature_7_slope_WINDOW_2,0.00986835306311577
PC47,8,feature_3_dominant_freq_WINDOW_3,0.00980279256226753
PC47,9,feature_3_lag1_autocorr_WINDOW_3,0.008928829936683175
PC47,10,feature_1_block_slope_WINDOW_1,0.008291478512961362
PC47,11,feature_1_block_slope_WINDOW_2,0.008105471261970112
PC47,12,feature_3_lag1_autocorr_WINDOW_2,0.006961700189245609
PC47,13,feature_1_block_dominant_freq_WINDOW_1,0.006754596491223121
PC47,14,feature_3_lag1_autocorr_WINDOW_1,0.006578816626698519
PC47,15,feature_3_slope_WINDOW_2,0.0057590768790696705
PC47,16,feature_3_resid_std_WINDOW_3,0.005011633893969151
PC47,17,feature_5_dominant_freq_WINDOW_2,0.0049090957266105725
PC47,18,feature_1_block_resid_std_WINDOW_3,0.004765632137139989
PC47,19,feature_5_resid_std_WINDOW_1,0.004641606885010183
PC47,20,feature_3_resid_std_WINDOW_2,0.0039156147545681835
PC48,1,feature_1_block_slope_WINDOW_2,0.03875339652261399
PC48,2,feature_7_slope_WINDOW_3,0.0209718855642422
PC48,3,feature_7_slope_WINDOW_2,0.014527421543065548
PC48,4,feature_5_dominant_freq_WINDOW_3,0.013738531218713042
PC48,5,feature_1_block_lag1_autocorr_WINDOW_3,0.008424690084045427
PC48,6,feature_5_resid_std_WINDOW_2,0.008421797771348062
PC48,7,feature_6_lag1_autocorr_WINDOW_3,0.0074289938812088984
PC48,8,feature_7_slope_WINDOW_1,0.007265714984001293
PC48,9,feature_6_lag1_autocorr_WINDOW_2,0.005167810074481164
PC48,10,feature_5_resid_std_WINDOW_3,0.004694134478187745
PC48,11,feature_1_block_resid_std_WINDOW_1,0.004277413337485357
PC48,12,feature_5_slope_WINDOW_3,0.00388887463428968
PC48,13,feature_1_block_median_WINDOW_3,0.0037629166449324883
PC48,14,feature_1_block_lag1_autocorr_WINDOW_1,0.003232601266009434
PC48,15,feature_3_slope_WINDOW_1,0.00312904228512044
PC48,16,feature_3_lag1_autocorr_WINDOW_2,0.002935729443147311
PC48,17,feature_6_dominant_freq_WINDOW_3,0.002875649572937272
PC48,18,feature_6_lag1_autocorr_WINDOW_1,0.0027730834175269926
PC48,19,feature_6_median_WINDOW_3,0.0027367392342181134
PC48,20,feature_6_median_WINDOW_2,0.002678569602026297
PC49,1,feature_5_resid_std_WINDOW_1,0.018163168258225445
PC49,2,feature_1_block_resid_std_WINDOW_1,0.014709392967657806
PC49,3,feature_1_block_dominant_freq_WINDOW_1,0.014071001908585718
PC49,4,feature_5_dominant_freq_WINDOW_1,0.013536739283937225
PC49,5,feature_5_dominant_freq_WINDOW_3,0.012217914416448093
PC49,6,feature_1_block_lag1_autocorr_WINDOW_2,0.0109523390806425
PC49,7,feature_5_lag1_autocorr_WINDOW_1,0.008976329639146092
PC49,8,feature_3_resid_std_WINDOW_3,0.008313885000052609
PC49,9,feature_3_dominant_freq_WINDOW_1,0.00803352019660712
PC49,10,feature_5_resid_std_WINDOW_2,0.0078388254762421
PC49,11,feature_1_block_slope_WINDOW_2,0.007240506552251623
PC49,12,feature_6_dominant_freq_WINDOW_1,0.00710882789589047
PC49,13,feature_5_resid_std_WINDOW_3,0.005702595107183697
PC49,14,feature_5_slope_WINDOW_2,0.004429787103229856
PC49,15,feature_1_block_resid_std_WINDOW_3,0.0040981705798738876
PC49,16,feature_3_slope_WINDOW_1,0.004058365505000883
PC49,17,feature_6_slope_WINDOW_3,0.0034446873089596405
PC49,18,feature_3_lag1_autocorr_WINDOW_3,0.0033164804928403615
PC49,19,feature_3_dominant_freq_WINDOW_2,0.002438343817660198
PC49,20,feature_3_resid_std_WINDOW_2,0.002044071054223513
PC50,1,feature_6_slope_WINDOW_2,0.013187631776109739
PC50,2,feature_3_slope_WINDOW_2,0.012127413316102587
PC50,3,feature_3_slope_WINDOW_1,0.011120600498229848
PC50,4,feature_5_lag1_autocorr_WINDOW_2,0.009743260207438369
PC50,5,feature_7_lag1_autocorr_WINDOW_3,0.006850116359990482
PC50,6,feature_7_slope_WINDOW_1,0.006609180681743291
PC50,7,feature_5_resid_std_WINDOW_2,0.006527749541645876
PC50,8,feature_3_dominant_freq_WINDOW_2,0.005988476747516243
PC50,9,feature_3_median_WINDOW_2,0.005377129666565772
PC50,10,feature_6_slope_WINDOW_1,0.004991456078291332
PC50,11,feature_5_dominant_freq_WINDOW_2,0.004918685728820551
PC50,12,feature_3_median_WINDOW_3,0.00432604971970471
PC50,13,feature_1_block_median_WINDOW_1,0.004124119552166946
PC50,14,feature_5_resid_std_WINDOW_3,0.0038270056945166734
PC50,15,feature_3_lag1_autocorr_WINDOW_3,0.0036501240082871846
PC50,16,feature_1_block_dominant_freq_WINDOW_3,0.0032681616255880344
PC50,17,feature_3_dominant_freq_WINDOW_1,0.003086349209117697
PC50,18,feature_1_block_dominant_freq_WINDOW_2,0.002961148635295953
PC50,19,feature_1_block_slope_WINDOW_2,0.0029555006169983385
PC50,20,feature_1_block_dominant_freq_WINDOW_1,0.0029161391489521075
PC51,1,feature_1_block_slope_WINDOW_2,0.018667205115571288
PC51,2,feature_3_slope_WINDOW_1,0.014665141829056145
PC51,3,feature_3_dominant_freq_WINDOW_3,0.010175660530863747
PC51,4,feature_1_block_slope_WINDOW_3,0.009204056839482626
PC51,5,feature_6_dominant_freq_WINDOW_1,0.0076869198791871315
PC51,6,feature_1_block_lag1_autocorr_WINDOW_3,0.007445371140817803
PC51,7,feature_3_resid_std_WINDOW_3,0.007252662728903139
PC51,8,feature_6_lag1_autocorr_WINDOW_2,0.006507506594726623
PC51,9,feature_5_lag1_autocorr_WINDOW_2,0.006291398820620424
PC51,10,feature_1_block_resid_std_WINDOW_2,0.005289289465633315
PC51,11,feature_3_resid_std_WINDOW_1,0.00526665535990443
PC51,12,feature_7_lag1_autocorr_WINDOW_1,0.004862130607559099
PC51,13,feature_7_slope_WINDOW_2,0.004789437211648629
PC51,14,feature_6_lag1_autocorr_WINDOW_3,0.0047829419428150645
PC51,15,feature_1_block_lag1_autocorr_WINDOW_2,0.004324678061418896
PC51,16,feature_1_block_dominant_freq_WINDOW_3,0.003832368982944428
PC51,17,feature_5_dominant_freq_WINDOW_3,0.003814294851890137
PC51,18,feature_1_block_resid_std_WINDOW_1,0.0034063707519096853
PC51,19,feature_5_resid_std_WINDOW_2,0.003087713038151661
PC51,20,feature_3_lag1_autocorr_WINDOW_1,0.002894691412541623
PC52,1,feature_6_lag1_autocorr_WINDOW_2,0.01933310863969877
PC52,2,feature_6_lag1_autocorr_WINDOW_3,0.01667234680922632
PC52,3,feature_5_dominant_freq_WINDOW_1,0.016452327199828285
PC52,4,feature_1_block_lag1_autocorr_WINDOW_2,0.011659971059239762
PC52,5,feature_6_resid_std_WINDOW_3,0.00861532301856908
PC52,6,feature_6_lag1_autocorr_WINDOW_1,0.006740628504850993
PC52,7,feature_1_block_resid_std_WINDOW_2,0.005863641561589819
PC52,8,feature_1_block_slope_WINDOW_3,0.0057433785039677845
PC52,9,feature_1_block_dominant_freq_WINDOW_1,0.00566326432272619
PC52,10,feature_5_slope_WINDOW_3,0.004416676253441953
PC52,11,feature_3_slope_WINDOW_1,0.0043669493512678995
PC52,12,feature_1_block_resid_std_WINDOW_1,0.004262554176520308
PC52,13,feature_5_resid_std_WINDOW_3,0.003912708269400852
PC52,14,feature_3_lag1_autocorr_WINDOW_2,0.0027900936214852743
PC52,15,feature_1_block_dominant_freq_WINDOW_2,0.0025100474484104247
PC52,16,feature_3_slope_WINDOW_3,0.002293356549395757
PC52,17,feature_5_resid_std_WINDOW_1,0.0021195454165894904
PC52,18,feature_5_dominant_freq_WINDOW_3,0.00208805460314333
PC52,19,feature_7_slope_WINDOW_1,0.0019799729094492993
PC52,20,feature_3_dominant_freq_WINDOW_2,0.0019585456616615423
PC53,1,feature_6_lag1_autocorr_WINDOW_2,0.011068826655681664
PC53,2,feature_1_block_slope_WINDOW_3,0.008726222612291518
PC53,3,feature_3_resid_std_WINDOW_2,0.0067373344339224815
PC53,4,feature_7_lag1_autocorr_WINDOW_3,0.006182197224006766
PC53,5,feature_7_slope_WINDOW_1,0.006148272217423611
PC53,6,feature_5_dominant_freq_WINDOW_3,0.0060970457378036426
PC53,7,feature_3_slope_WINDOW_1,0.005542397745490521
PC53,8,feature_5_resid_std_WINDOW_2,0.005334300036233135
PC53,9,feature_5_slope_WINDOW_3,0.005198879921965145
PC53,10,feature_7_slope_WINDOW_2,0.005108689504614213
PC53,11,feature_7_lag1_autocorr_WINDOW_1,0.00415340927814531
PC53,12,feature_6_slope_WINDOW_2,0.0035432413761911797
PC53,13,feature_1_block_dominant_freq_WINDOW_2,0.003272443260132873
PC53,14,feature_5_slope_WINDOW_2,0.0031282210998136387
PC53,15,feature_3_slope_WINDOW_2,0.003108854819621883
PC53,16,feature_1_block_slope_WINDOW_1,0.0030592305022539533
PC53,17,feature_5_resid_std_WINDOW_3,0.002794569761539722
PC53,18,feature_3_lag1_autocorr_WINDOW_2,0.0026135151859307494
PC53,19,feature_6_median_WINDOW_2,0.0025778999788376262
PC53,20,feature_6_median_WINDOW_3,0.0023475101294210725
PC54,1,feature_1_block_dominant_freq_WINDOW_1,0.009177289287260906
PC54,2,feature_1_block_slope_WINDOW_2,0.008929963073002112
PC54,3,feature_6_lag1_autocorr_WINDOW_2,0.007840275284813715
PC54,4,feature_1_block_dominant_freq_WINDOW_2,0.007419449418723994
PC54,5,feature_7_slope_WINDOW_2,0.006982553576446856
PC54,6,feature_3_dominant_freq_WINDOW_1,0.005709678393004122
PC54,7,feature_1_block_resid_std_WINDOW_2,0.005182873789152416
PC54,8,feature_3_slope_WINDOW_1,0.004562730743342582
PC54,9,feature_1_block_resid_std_WINDOW_1,0.004508660643318046
PC54,10,feature_3_resid_std_WINDOW_3,0.0032861008514409426
PC54,11,feature_6_lag1_autocorr_WINDOW_3,0.003162511389294971
PC54,12,feature_6_dominant_freq_WINDOW_2,0.002712876001688185
PC54,13,feature_1_block_resid_std_WINDOW_3,0.002534804039511698
PC54,14,feature_6_resid_std_WINDOW_3,0.0025057068999817258
PC54,15,feature_3_lag1_autocorr_WINDOW_3,0.0022894907338333608
PC54,16,feature_7_slope_WINDOW_3,0.002283727871888044
PC54,17,feature_6_lag1_autocorr_WINDOW_1,0.0020804557683807247
PC54,18,feature_7_lag1_autocorr_WINDOW_3,0.0020350029974686903
PC54,19,feature_5_lag1_autocorr_WINDOW_1,0.002010554011035462
PC54,20,feature_5_slope_WINDOW_1,0.0017587039928254995
PC55,1,feature_7_slope_WINDOW_2,0.012505801062471705
PC55,2,feature_7_slope_WINDOW_3,0.00653208928568666
PC55,3,feature_6_resid_std_WINDOW_1,0.006032935124481293
PC55,4,feature_5_resid_std_WINDOW_3,0.005575000388634911
PC55,5,feature_7_lag1_autocorr_WINDOW_2,0.004378906388647327
PC55,6,feature_6_lag1_autocorr_WINDOW_3,0.0040430158988626706
PC55,7,feature_7_median_WINDOW_1,0.003674192637905323
PC55,8,feature_7_median_WINDOW_2,0.003612510549086332
PC55,9,feature_1_block_resid_std_WINDOW_1,0.003593254999450583
PC55,10,feature_7_median_WINDOW_3,0.0035388584278871578
PC55,11,feature_7_slope_WINDOW_1,0.0032157874330835377
PC55,12,feature_5_dominant_freq_WINDOW_2,0.0019855394099663687
PC55,13,feature_1_block_lag1_autocorr_WINDOW_3,0.0017854041482539083
PC55,14,feature_3_resid_std_WINDOW_2,0.0017377867243494524
PC55,15,feature_7_lag1_autocorr_WINDOW_3,0.0017160945629055607
PC55,16,feature_3_dominant_freq_WINDOW_3,0.0015021431480326418
PC55,17,feature_3_lag1_autocorr_WINDOW_3,0.0014982459498087508
PC55,18,feature_7_lag1_autocorr_WINDOW_1,0.0013619500214546775
PC55,19,feature_6_dominant_freq_WINDOW_1,0.0013509622898651152
PC55,20,feature_3_slope_WINDOW_2,0.0012870673650709763
PC56,1,feature_6_lag1_autocorr_WINDOW_3,0.016822506516707383
PC56,2,feature_6_resid_std_WINDOW_1,0.013439083528756543
PC56,3,feature_7_slope_WINDOW_2,0.008282711256957268
PC56,4,feature_1_block_slope_WINDOW_3,0.006586640353339903
PC56,5,feature_1_block_resid_std_WINDOW_2,0.004427462925480262
PC56,6,feature_6_lag1_autocorr_WINDOW_2,0.003174099895579522
PC56,7,feature_1_block_lag1_autocorr_WINDOW_2,0.0029568315867085945
PC56,8,feature_3_slope_WINDOW_3,0.0025589800740151696
PC56,9,feature_7_resid_std_WINDOW_1,0.0015187165102141065
PC56,10,feature_7_lag1_autocorr_WINDOW_3,0.0014979800235170378
PC56,11,feature_6_resid_std_WINDOW_3,0.0014176000140804729
PC56,12,feature_7_resid_std_WINDOW_2,0.0012832500102945776
PC56,13,feature_1_block_dominant_freq_WINDOW_2,0.0012097198590191834
PC56,14,feature_3_median_WINDOW_2,0.001145908687683
PC56,15,feature_3_lag1_autocorr_WINDOW_3,0.0010858427541859048
PC56,16,feature_1_block_resid_std_WINDOW_1,0.0009759627427403407
PC56,17,feature_1_block_lag1_autocorr_WINDOW_3,0.0009351733805843263
PC56,18,feature_7_resid_std_WINDOW_3,0.0009259470652830621
PC56,19,feature_3_median_WINDOW_3,0.0008693336127606725
PC56,20,feature_3_lag1_autocorr_WINDOW_1,0.0008242322395039926
PC57,1,feature_7_slope_WINDOW_1,0.0134950140791554
PC57,2,feature_6_resid_std_WINDOW_1,0.01311084841212425
PC57,3,feature_7_slope_WINDOW_2,0.00498980483810738
PC57,4,feature_7_resid_std_WINDOW_3,0.00482593209948272
PC57,5,feature_1_block_dominant_freq_WINDOW_1,0.0036590435776180357
PC57,6,feature_7_resid_std_WINDOW_2,0.0035372109450175957
PC57,7,feature_1_block_resid_std_WINDOW_2,0.0033154151549284814
PC57,8,feature_7_resid_std_WINDOW_1,0.0029391225772144513
PC57,9,feature_6_lag1_autocorr_WINDOW_3,0.002560568841561905
PC57,10,feature_6_lag1_autocorr_WINDOW_2,0.0021907887419154847
PC57,11,feature_7_lag1_autocorr_WINDOW_3,0.0020261123948163255
PC57,12,feature_1_block_resid_std_WINDOW_1,0.0017888285420232651
PC57,13,feature_1_block_slope_WINDOW_3,0.0014773272222961575
PC57,14,feature_3_lag1_autocorr_WINDOW_3,0.001238377599859343
PC57,15,feature_3_dominant_freq_WINDOW_1,0.001090337012120033
PC57,16,feature_7_median_WINDOW_1,0.0009438713728630065
PC57,17,feature_7_median_WINDOW_3,0.0009140933055139046
PC57,18,feature_7_median_WINDOW_2,0.0009005402134933595
PC57,19,feature_1_block_slope_WINDOW_1,0.0008646771271180064
PC57,20,feature_3_dominant_freq_WINDOW_3,0.0008161045245732778
PC58,1,feature_7_slope_WINDOW_1,0.0076749745794265955
PC58,2,feature_1_block_slope_WINDOW_1,0.005915502240114112
PC58,3,feature_6_resid_std_WINDOW_1,0.005148602910866469
PC58,4,feature_1_block_slope_WINDOW_3,0.0036775036452076065
PC58,5,feature_1_block_resid_std_WINDOW_2,0.0022474472176108127
PC58,6,feature_7_resid_std_WINDOW_1,0.0018299921947866455
PC58,7,feature_7_resid_std_WINDOW_2,0.0017267016238548052
PC58,8,feature_3_median_WINDOW_3,0.0013126034184499824
PC58,9,feature_5_median_WINDOW_3,0.0012978937524092849
PC58,10,feature_7_slope_WINDOW_2,0.0012425851757436942
PC58,11,feature_5_slope_WINDOW_2,0.001160066961831093
PC58,12,feature_1_block_dominant_freq_WINDOW_2,0.0011471139131226105
PC58,13,feature_6_resid_std_WINDOW_3,0.0011338226481700262
PC58,14,feature_3_lag1_autocorr_WINDOW_3,0.001048108453469906
PC58,15,feature_7_resid_std_WINDOW_3,0.001006608373427913
PC58,16,feature_1_block_median_WINDOW_2,0.0009665024376441256
PC58,17,feature_5_slope_WINDOW_3,0.0007493666474049796
PC58,18,feature_7_median_WINDOW_1,0.000652252399934641
PC58,19,feature_7_median_WINDOW_2,0.0006358615577622098
PC58,20,feature_1_block_median_WINDOW_1,0.0005912565027360945
PC59,1,feature_5_median_WINDOW_1,0.009716278486627353
PC59,2,feature_6_resid_std_WINDOW_3,0.004775167919022626
PC59,3,feature_5_median_WINDOW_2,0.004052533046432328
PC59,4,feature_6_resid_std_WINDOW_2,0.001280052631837773
PC59,5,feature_5_median_WINDOW_3,0.0011374165732146498
PC59,6,feature_6_resid_std_WINDOW_1,0.0009617581526296061
PC59,7,feature_1_block_median_WINDOW_2,0.0008506858133314219
PC59,8,feature_6_lag1_autocorr_WINDOW_3,0.0005970647978159787
PC59,9,feature_1_block_median_WINDOW_1,0.00029531628445625705
PC59,10,feature_6_lag1_autocorr_WINDOW_2,0.00023505238591195351
PC59,11,feature_6_lag1_autocorr_WINDOW_1,0.00017940586319649385
PC59,12,feature_7_slope_WINDOW_1,0.00017934855101287686
PC59,13,feature_3_dominant_freq_WINDOW_1,0.0001662128909396655
PC59,14,feature_1_block_slope_WINDOW_3,0.00015011106688819466
PC59,15,feature_1_block_median_WINDOW_3,0.00012682933311755246
PC59,16,feature_5_dominant_freq_WINDOW_3,0.00010069264777863475
PC59,17,feature_3_resid_std_WINDOW_2,9.78634797106071e-05
PC59,18,feature_1_block_slope_WINDOW_1,9.303617728968843e-05
PC59,19,feature_6_slope_WINDOW_3,8.769699664111649e-05
PC59,20,feature_3_dominant_freq_WINDOW_3,8.744846090225376e-05
PC60,1,feature_6_resid_std_WINDOW_3,0.007748546199828046
PC60,2,feature_5_median_WINDOW_1,0.0045727518920902705
PC60,3,feature_6_lag1_autocorr_WINDOW_3,0.0022137693861152795
PC60,4,feature_6_resid_std_WINDOW_1,0.0015353411882962867
PC60,5,feature_3_median_WINDOW_1,0.001166789369382061
PC60,6,feature_5_median_WINDOW_2,0.0010119832341625005
PC60,7,feature_3_median_WINDOW_3,0.0009544645606590389
PC60,8,feature_6_lag1_autocorr_WINDOW_1,0.0006219900026984169
PC60,9,feature_5_median_WINDOW_3,0.0005210216628512676
PC60,10,feature_1_block_slope_WINDOW_3,0.0004526279455455159
PC60,11,feature_6_lag1_autocorr_WINDOW_2,0.00024459401420206904
PC60,12,feature_3_resid_std_WINDOW_3,0.00017387646949644883
PC60,13,feature_5_lag1_autocorr_WINDOW_1,0.00014212368473323603
PC60,14,feature_1_block_median_WINDOW_1,0.0001380472082846482
PC60,15,feature_1_block_slope_WINDOW_1,0.00012341966270601798
PC60,16,feature_1_block_median_WINDOW_2,0.0001202309136159647
PC60,17,feature_5_resid_std_WINDOW_1,0.00011425722378767936
PC60,18,feature_7_median_WINDOW_3,0.0001128876489850786
PC60,19,feature_3_median_WINDOW_2,0.00010573752576109981
PC60,20,feature_1_block_resid_std_WINDOW_2,0.00010313151750298546
PC61,1,feature_6_resid_std_WINDOW_2,0.008773197379336697
PC61,2,feature_6_lag1_autocorr_WINDOW_2,0.001641519129453159
PC61,3,feature_1_block_median_WINDOW_1,0.0013844847963069486
PC61,4,feature_5_median_WINDOW_3,0.0009119057585584196
PC61,5,feature_1_block_median_WINDOW_2,0.0006854199063042169
PC61,6,feature_5_median_WINDOW_1,0.0005537479084051298
PC61,7,feature_6_resid_std_WINDOW_1,0.0004892162212657606
PC61,8,feature_1_block_slope_WINDOW_2,0.0003295313160175208
PC61,9,feature_6_resid_std_WINDOW_3,0.00031659680202449124
PC61,10,feature_1_block_median_WINDOW_3,0.0002565694317526376
PC61,11,feature_3_median_WINDOW_3,0.00025416066530904247
PC61,12,feature_3_slope_WINDOW_3,0.00022157721402654866
PC61,13,feature_1_block_slope_WINDOW_1,0.0002006927651705707
PC61,14,feature_6_lag1_autocorr_WINDOW_3,0.00019640501488561618
PC61,15,feature_1_block_dominant_freq_WINDOW_3,0.00016514318916933685
PC61,16,feature_1_block_lag1_autocorr_WINDOW_3,0.00014904786207580717
PC61,17,feature_3_median_WINDOW_1,0.00014659234069050803
PC61,18,feature_5_resid_std_WINDOW_2,0.00012267916623665185
PC61,19,feature_3_slope_WINDOW_2,0.0001022088357895705
PC61,20,feature_1_block_dominant_freq_WINDOW_1,6.0924852500443015e-05
PC62,1,feature_5_median_WINDOW_3,0.0043581103473624
PC62,2,feature_1_block_median_WINDOW_2,0.0025592437166839623
PC62,3,feature_5_median_WINDOW_2,0.0023608620253510867
